Country Name,Country Code,Region,Income Group,Year,Starting a business - Score,Starting a business: Cost - Average (% of income per capita) - Score,Starting a business: Procedures required - Average (number) - Score,Starting a business: Time - Average (days) - Score,Starting a business: Paid-in Minimum capital (% of income per capita) - Score
Egypt,EGY,Middle East & North Africa,Lower middle income,2015,81.2,86.98838,50.0,87.9397,100.0
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2015,84.5,81.034,70.58824,88.44221,98.04877
Denmark,DNK,Europe & Central Asia,High income,2015,91.8,99.90255,76.47059,94.47236,96.36377
Romania,ROU,Europe & Central Asia,Upper middle income,2015,90.4,98.90527,70.58824,92.46231,99.83685
Oman,OMN,Middle East & North Africa,High income,2015,75.0,98.7726,61.76470499999999,90.954775,48.42837
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2015,82.0,92.84339,52.94118,82.41206,99.99992
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2015,68.4,92.81753,61.76470499999999,86.934675,31.97754
Serbia,SRB,Europe & Central Asia,Upper middle income,2015,89.0,96.58961,70.58824,88.94472,100.0
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2015,77.3,87.02491,52.94118,73.86935,95.321
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2015,73.5,88.32936,35.29412,70.35176,99.90854
South Sudan,SSD,Sub-Saharan Africa,Low income,2015,54.0,0.0,29.41176,86.43216,100.0
Congo,COG,Sub-Saharan Africa,Lower middle income,2015,60.5,73.67109,38.235295,49.748745,80.17401
Pakistan,PAK,South Asia,Lower middle income,2015,75.6,92.53522,29.41176,80.40201,100.0
Cambodia,KHM,East Asia & Pacific,Lower middle income,2015,37.3,39.77702,35.29412,0.0,73.9353
Switzerland,CHE,Europe & Central Asia,High income,2015,88.4,98.85315,70.58824,90.45226,93.64124
Grenada,GRD,Latin America & Caribbean,Upper middle income,2015,86.7,90.80388,70.58824,85.42714,100.0
Ethiopia,ETH,Sub-Saharan Africa,Low income,2015,49.2,53.15618,23.52941,61.30653,58.89931
Côte d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2015,89.8,90.01838,76.47059,93.46734,99.13952
Palau,PLW,East Asia & Pacific,High income,2015,81.8,98.35194,58.82353,72.36181,97.80259
Spain,ESP,Europe & Central Asia,High income,2015,86.4,97.73817,64.70588,86.43216,96.55294
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2015,82.9,91.54718,64.70588,85.92965,89.2469
Comoros,COM,Sub-Saharan Africa,Lower middle income,2015,59.3,56.56391,52.94118,84.42211,43.32257
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2015,73.8,82.732245,67.64706,83.9196,60.89036
Sweden,SWE,Europe & Central Asia,High income,2015,92.3,99.71748,88.23529,84.42211,96.78952
Greece,GRC,Europe & Central Asia,High income,2015,90.7,98.91744,76.47059,87.43719,99.99848
Puerto Rico,PRI,Latin America & Caribbean,High income,2015,91.1,99.36133,70.58824,94.47236,100.0
Panama,PAN,Latin America & Caribbean,High income,2015,91.9,96.56097,76.47059,94.47236,100.0
Fiji,FJI,East Asia & Pacific,Upper middle income,2015,68.0,88.75767,41.17647,42.21106,100.0
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2015,81.1,94.26938,52.94118,77.38693,100.0
Qatar,QAT,Middle East & North Africa,High income,2015,80.6,97.43064,50.0,90.45226,84.34843
Thailand,THA,East Asia & Pacific,Upper middle income,2015,82.7,96.71471,64.70588,69.34673,99.99906
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2015,61.1,69.57902,23.52941,51.25628,100.0
Venezuela,VEN,Latin America & Caribbean,Upper middle income,2015,43.8,75.03812,0.0,0.0,100.0
Tonga,TON,East Asia & Pacific,Upper middle income,2015,90.8,96.32171,82.35294,84.42211,100.0
Bhutan,BTN,South Asia,Lower middle income,2015,85.5,97.89432,58.82353,85.42714,100.0
Kiribati,KIR,East Asia & Pacific,Lower middle income,2015,76.7,77.8146,64.70588,69.34673,95.12584
Iran,IRN,Middle East & North Africa,Upper middle income,2015,67.5,98.37658,44.117644999999996,27.63819,100.0
Myanmar,MMR,East Asia & Pacific,Lower middle income,2015,17.7,30.17519,17.64706,23.11558,0.0
Belarus,BLR,Europe & Central Asia,Upper middle income,2015,89.6,99.54378,70.58824,88.44221,100.0
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2015,81.6,95.13822,52.94118,78.39196,100.0
Moldova,MDA,Europe & Central Asia,Lower middle income,2015,90.4,97.71111,70.58824,93.46734,100.0
Malawi,MWI,Sub-Saharan Africa,Low income,2015,67.0,46.68604,58.82353,62.31156,100.0
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2015,64.9,94.71085,52.94118,12.0603,100.0
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2015,94.3,97.53183,94.11765,85.42714,100.0
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2015,88.4,93.60505,76.47059,83.41709,100.0
Vietnam,VNM,East Asia & Pacific,Lower middle income,2015,79.2,97.34316,52.94118,66.33166,100.0
Togo,TGO,Sub-Saharan Africa,Low income,2015,76.1,52.57184,70.58824,90.45226,90.6361
Indonesia,IDN,East Asia & Pacific,Lower middle income,2015,64.1,89.39321,29.41176,46.29146,91.12538
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2015,68.7,93.44526,47.05882,34.17085,100.0
Uganda,UGA,Sub-Saharan Africa,Low income,2015,65.1,64.53158,23.52941,72.36181,100.0
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2015,90.5,98.32752,70.58824,92.96482,100.0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2015,57.1,40.5855,58.82353,34.17085,95.00998
Madagascar,MDG,Sub-Saharan Africa,Low income,2015,79.7,77.60021,52.94118,88.44221,100.0
Latvia,LVA,Europe & Central Asia,High income,2015,92.0,97.86342,82.35294,87.9397,99.99692
United States,USA,North America,High income,2015,91.2,99.41617,70.58824,94.87437,100.0
Austria,AUT,Europe & Central Asia,High income,2015,82.8,97.22627,58.82353,78.39196,96.59079
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2015,93.9,98.42762,82.35294,94.97487,100.0
Uruguay,URY,Latin America & Caribbean,High income,2015,89.8,88.58749,76.47059,93.96985,100.0
Malaysia,MYS,East Asia & Pacific,Upper middle income,2015,89.3,96.39218,67.64706,92.96482499999999,100.0
Israel,ISR,Middle East & North Africa,High income,2015,90.8,98.24672,76.47059,88.44221,100.0
Mali,MLI,Sub-Saharan Africa,Low income,2015,62.9,60.94953,76.47059,89.44724,24.83066
Australia,AUS,East Asia & Pacific,High income,2015,96.5,99.64427,88.23529,97.98995,100.0
Tunisia,TUN,Middle East & North Africa,Lower middle income,2015,81.6,97.8761,41.17647,87.43719,100.0
Belize,BLZ,Latin America & Caribbean,Upper middle income,2015,73.3,82.83772,52.94118,57.28643,99.98663
Kosovo,XKX,Europe & Central Asia,Upper middle income,2015,93.1,99.40449,82.35294,90.45226,100.0
Korea,KOR,East Asia & Pacific,High income,2015,91.9,92.72682,82.35294,92.46231,100.0
Belgium,BEL,Europe & Central Asia,High income,2015,91.3,97.40379,76.47059,95.9799,95.45983
Turkey,TUR,Europe & Central Asia,Upper middle income,2015,79.1,88.74178,41.17647,89.44724,96.96582
Ireland,IRL,Europe & Central Asia,High income,2015,92.7,99.86245,82.35294,88.44221,100.0
Morocco,MAR,Middle East & North Africa,Lower middle income,2015,88.7,95.39273,70.58824,88.94472,100.0
Armenia,ARM,Europe & Central Asia,Upper middle income,2015,94.3,99.4852,82.35294,95.47739,100.0
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2015,75.3,76.90255,58.82353,65.32663,100.0
Maldives,MDV,South Asia,Upper middle income,2015,88.8,96.9201,70.58824,88.44221,99.42453
Kuwait,KWT,Middle East & North Africa,High income,2015,70.4,98.97938,32.352940000000004,68.84422,81.51045
Mongolia,MNG,East Asia & Pacific,Lower middle income,2015,87.1,99.40203,64.70588,84.42211,100.0
Malta,MLT,Middle East & North Africa,High income,2015,76.6,92.72397,47.05882,66.83417,99.63405
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2015,88.3,99.65376,64.70588,88.94472,100.0
Benin,BEN,Sub-Saharan Africa,Low income,2015,80.0,72.059645,61.76470499999999,87.9397,98.41644
Italy,ITA,Europe & Central Asia,High income,2015,86.6,92.62217,64.70588,88.94472,99.99904
Iraq,IRQ,Middle East & North Africa,Upper middle income,2015,74.0,82.03994,44.117644999999996,72.86431999999999,96.79285
Mozambique,MOZ,Sub-Saharan Africa,Low income,2015,75.9,76.97166,47.05882,79.39698,100.0
Argentina,ARG,Latin America & Caribbean,Upper middle income,2015,72.4,91.14481,23.52941,75.8794,98.99946
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2015,92.9,98.8318,82.35294,90.45226,100.0
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2015,64.3,56.3854,44.117644999999996,56.78392,100.0
Montenegro,MNE,Europe & Central Asia,Upper middle income,2015,86.6,99.08609,58.82353,88.44221,99.99543
United Kingdom,GBR,Europe & Central Asia,High income,2015,91.2,99.86926,70.58824,94.47236,100.0
Ukraine,UKR,Europe & Central Asia,Lower middle income,2015,85.6,99.10438,64.70588,78.39196,100.0
Afghanistan,AFG,South Asia,Low income,2015,91.0,92.44223,79.411765,91.9598,100.0
Netherlands,NLD,Europe & Central Asia,High income,2015,94.2,97.47892,82.35294,96.98492,100.0
Bahrain,BHR,Middle East & North Africa,High income,2015,76.1,99.58198,61.76470499999999,90.954775,51.95157
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2015,76.2,99.60514,52.94118,52.26131,100.0
Jordan,JOR,Middle East & North Africa,Upper middle income,2015,85.0,90.15626,61.76470499999999,87.9397,99.9829
Mexico,MEX,Latin America & Caribbean,Upper middle income,2015,86.8,90.5845,64.70588,92.04523,99.99981
Lithuania,LTU,Europe & Central Asia,High income,2015,92.4,99.90491,76.47059,94.97487,98.3951
Liberia,LBR,Sub-Saharan Africa,Low income,2015,90.6,91.31574,76.47059,94.47236,100.0
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2015,82.8,95.27788,64.70588,71.35678,100.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2015,67.7,72.96279,29.41176,68.34171,100.0
Liechtenstein,LIE,Europe & Central Asia,High income,2015,,,,,
Albania,ALB,Europe & Central Asia,Upper middle income,2015,91.7,94.96868,76.47059,95.47739,100.0
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2015,84.9,83.12804,64.70588,91.9598,100.0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2015,64.7,97.26998,43.47059,18.03015,100.0
The Bahamas,BHS,Latin America & Caribbean,High income,2015,84.1,94.88172,64.70588,76.88442,100.0
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2015,87.2,99.74079,64.70588,84.42211,100.0
Hungary,HUN,Europe & Central Asia,High income,2015,86.6,95.76737,70.58824,93.46734,86.49162
New Zealand,NZL,East Asia & Pacific,High income,2015,100.0,99.84129,100.0,100.0,100.0
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2015,49.0,40.0124,47.05882,9.04523,100.0
Bangladesh,BGD,South Asia,Lower middle income,2015,81.4,91.57617,52.94118,80.90452,100.0
Iceland,ISL,Europe & Central Asia,High income,2015,90.3,98.78599,76.47059,88.44221,97.67431
The Gambia,GMB,Sub-Saharan Africa,Low income,2015,68.4,34.4041,64.70588,74.37186,100.0
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2015,81.0,99.87255,70.58824,85.42714,68.13642
Libya,LBY,Middle East & North Africa,Upper middle income,2015,74.3,90.05384,47.05882,65.32663,94.92875
India,IND,South Asia,Lower middle income,2015,61.8,91.79221,18.0,65.32663,72.1992
Barbados,BRB,Latin America & Caribbean,High income,2015,85.6,96.19464,64.70588,81.40704,100.0
Nepal,NPL,South Asia,Low income,2015,83.0,83.90682,64.70588,83.41709,100.0
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2015,66.0,89.603,64.70588,92.46231,17.06009
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2015,56.9,87.40781,29.41176,18.09045,92.84535
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2015,96.4,99.30612,88.23529,97.98995,100.0
Algeria,DZA,Middle East & North Africa,Upper middle income,2015,74.6,94.48345,29.41176,80.40201,93.97655
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2015,91.6,98.92702,73.529415,93.96985,100.0
Luxembourg,LUX,Europe & Central Asia,High income,2015,88.4,98.99753,76.47059,83.9196,94.38405
United Arab Emirates,ARE,Middle East & North Africa,High income,2015,88.5,94.34126,67.64706,91.9598,100.0
Lebanon,LBN,Middle East & North Africa,Upper middle income,2015,79.8,83.19801,58.82353,85.42714,91.75691
Japan,JPN,East Asia & Pacific,High income,2015,86.1,96.23733,58.82353,89.29648,99.99999
Yemen,YEM,Middle East & North Africa,Low income,2015,73.6,66.84887,67.64706,59.798995000000005,100.0
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2015,78.5,63.05962,64.70588,86.43216,100.0
Micronesia,FSM,East Asia & Pacific,Lower middle income,2015,69.6,29.37659,64.70588,84.42211,100.0
Australia,AUS,East Asia & Pacific,High income,2016,96.5,99.65299,88.23529,97.98995,100.0
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2016,73.5,88.29382,35.29412,70.35176,99.90826
Romania,ROU,Europe & Central Asia,Upper middle income,2016,90.5,98.95133,70.58824,92.46231,99.84769
Korea,KOR,East Asia & Pacific,High income,2016,91.9,92.72926,82.35294,92.46231,100.0
Bahrain,BHR,Middle East & North Africa,High income,2016,76.2,99.58769,61.76470499999999,90.954775,52.60781
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2016,91.6,99.00806,73.529415,93.96985,100.0
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2016,85.7,96.03689,64.70588,81.90955,100.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2016,70.0,78.22162,29.41176,72.36181,100.0
Congo,COG,Sub-Saharan Africa,Lower middle income,2016,60.5,73.828,38.235295,49.748745,80.29217
Fiji,FJI,East Asia & Pacific,Upper middle income,2016,68.2,89.33468,41.17647,42.21106,100.0
United States,USA,North America,High income,2016,91.2,99.43613,70.58824,94.87437,100.0
Puerto Rico,PRI,Latin America & Caribbean,High income,2016,91.1,99.36133,70.58824,94.47236,100.0
Comoros,COM,Sub-Saharan Africa,Lower middle income,2016,71.2,55.15532,52.94118,84.42211,92.16241
Spain,ESP,Europe & Central Asia,High income,2016,86.4,97.79615,64.70588,86.43216,96.65442
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2016,88.4,93.63145,76.47059,83.41709,100.0
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2016,86.9,90.31772,64.70588,92.46231,100.0
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2016,96.1,99.13716,88.23529,96.98492,100.0
Sri Lanka,LKA,South Asia,Upper middle income,2016,85.0,90.63515,58.82353,90.45226,100.0
South Sudan,SSD,Sub-Saharan Africa,Low income,2016,54.0,0.0,29.41176,86.43216,100.0
Ethiopia,ETH,Sub-Saharan Africa,Low income,2016,53.6,60.42724,23.52941,65.32663,65.27893
Portugal,PRT,Europe & Central Asia,High income,2016,91.0,98.90613,70.58824,94.47236,100.0
United Kingdom,GBR,Europe & Central Asia,High income,2016,94.6,99.94479,82.35294,95.9799,100.0
Kiribati,KIR,East Asia & Pacific,Lower middle income,2016,76.5,76.99123,64.70588,69.34673,94.79649
Austria,AUT,Europe & Central Asia,High income,2016,82.8,97.3309,58.82353,78.39196,96.7194
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2016,90.0,99.77053,70.58824,89.44724,100.0
Qatar,QAT,Middle East & North Africa,High income,2016,80.6,97.47478,50.0,90.45226,84.61734
Uruguay,URY,Latin America & Caribbean,High income,2016,89.9,89.15114,76.47059,93.96985,100.0
Malta,MLT,Middle East & North Africa,High income,2016,78.0,92.97374,47.05882,72.36181,99.64661
Finland,FIN,Europe & Central Asia,High income,2016,92.4,99.54873,88.23529,83.41709,98.29065
Colombia,COL,Latin America & Caribbean,Upper middle income,2016,83.6,92.8358,52.94118,88.44221,100.0
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2016,78.8,63.92396,64.70588,86.43216,100.0
Somalia,SOM,Sub-Saharan Africa,Low income,2016,48.3,10.0,52.94118,30.15075,100.0
Mali,MLI,Sub-Saharan Africa,Low income,2016,66.0,64.36083,76.47059,91.9598,31.39716
Egypt,EGY,Middle East & North Africa,Lower middle income,2016,80.6,88.39488,50.0,83.9196,100.0
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2016,64.8,58.36736,44.117644999999996,56.78392,100.0
Algeria,DZA,Middle East & North Africa,Upper middle income,2016,76.6,94.54406,35.29412,82.41206,94.09049
Saudi Arabia,SAU,Middle East & North Africa,High income,2016,74.4,97.13332,23.52941,76.884425,100.0
Côte d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2016,90.0,90.72449,76.47059,93.46734,99.20039
Slovak Republic,SVK,Europe & Central Asia,High income,2016,81.8,99.27041,58.82353,73.86935,95.3706
Luxembourg,LUX,Europe & Central Asia,High income,2016,88.4,98.99096,76.47059,83.9196,94.34726
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2016,68.5,88.97958,35.29412,49.74874,100.0
Lebanon,LBN,Middle East & North Africa,Upper middle income,2016,79.7,82.92377,58.82353,85.42714,91.69349
Yemen,YEM,Middle East & North Africa,Low income,2016,73.4,65.9799,67.64706,59.798995000000005,100.0
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2016,86.0,68.31798,82.35294,94.47236,98.81056
Albania,ALB,Europe & Central Asia,Upper middle income,2016,91.7,94.82606,76.47059,95.47739,100.0
Dem. Rep. Congo,COD,Sub-Saharan Africa,Low income,2016,84.8,85.36585,67.64706,88.944725,97.36245
Latvia,LVA,Europe & Central Asia,High income,2016,94.1,99.10433,82.35294,94.97487,99.99792
Singapore,SGP,East Asia & Pacific,High income,2016,96.5,99.72171,88.23529,97.98995,100.0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2016,83.3,92.36117,64.70588,85.92965,90.04591
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2016,82.9,95.33943,64.70588,71.35678,100.0
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2016,84.9,82.86811,64.70588,91.9598,100.0
Serbia,SRB,Europe & Central Asia,Upper middle income,2016,89.1,96.71533,70.58824,88.94472,100.0
Liechtenstein,LIE,Europe & Central Asia,High income,2016,,,,,
Denmark,DNK,Europe & Central Asia,High income,2016,92.4,99.90432,76.47059,96.98492,96.42979
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2016,84.7,77.87721,70.58824,90.45226,100.0
Dominica,DMA,Latin America & Caribbean,Upper middle income,2016,89.4,92.49699,76.47059,88.44221,100.0
Liberia,LBR,Sub-Saharan Africa,Low income,2016,90.6,91.61476,76.47059,94.47236,100.0
Afghanistan,AFG,South Asia,Low income,2016,90.5,90.51254,79.411765,91.9598,100.0
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2016,49.2,40.78803,47.05882,9.04523,100.0
Seychelles,SYC,Sub-Saharan Africa,High income,2016,78.5,92.9017,52.94118,68.34171,100.0
Libya,LBY,Middle East & North Africa,Upper middle income,2016,72.6,86.57465,47.05882,65.32663,91.36157
Lithuania,LTU,Europe & Central Asia,High income,2016,92.9,99.68663,82.35294,94.97487,94.71088
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2016,93.9,98.29221,82.35294,94.97487,100.0
Madagascar,MDG,Sub-Saharan Africa,Low income,2016,78.2,78.13076,47.05882,87.43719,100.0
San Marino,SMR,Europe & Central Asia,High income,2016,83.7,95.51575,58.82353,87.9397,92.55545
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2016,81.2,94.47356,52.94118,77.38693,100.0
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2016,79.7,99.87218,64.70588,54.27136,99.99963
Estonia,EST,Europe & Central Asia,High income,2016,95.1,99.34449,88.23529,96.98492,95.6874
Kosovo,XKX,Europe & Central Asia,Upper middle income,2016,93.1,99.4291,82.35294,90.45226,100.0
Armenia,ARM,Europe & Central Asia,Upper middle income,2016,94.3,99.51446,82.35294,95.47739,100.0
Russia,RUS,Europe & Central Asia,Upper middle income,2016,91.8,99.30832,78.23529,89.64824,100.0
Maldives,MDV,South Asia,Upper middle income,2016,89.0,97.54462,70.58824,88.44221,99.56372
Croatia,HRV,Europe & Central Asia,High income,2016,82.9,98.31014,58.82353,77.88945,96.67219
Eritrea,ERI,Sub-Saharan Africa,Low income,2016,46.2,80.96266,29.41176,16.0804,58.19276
